individual_tree_id;species_id;method;year_monitored;branching;canopy_size;height;health;years_after_planting
1422;280;Mycorrhiza;2018;NA;nan;52;2;0
1420;285;Mycorrhiza;2018;NA;nan;54;3;0
894;283;Fencing;2018;NA;nan;80;3;0
1419;280;Mycorrhiza;2018;NA;nan;40;2;0
1425;280;Mycorrhiza;2018;NA;nan;60;2;0
896;283;Fencing;2018;NA;nan;70;3;0
897;285;Fencing;2018;NA;nan;48;3;0
1429;283;Mycorrhiza;2018;NA;nan;72;2;0
1428;283;Mycorrhiza;2018;NA;nan;50;2;0
900;283;Mycorrhiza;2018;NA;nan;98;3;0
1426;285;Mycorrhiza;2018;NA;nan;54;2;0
1433;280;Mycorrhiza;2018;NA;nan;60;2;0
888;283;Mycorrhiza;2018;NA;nan;60;3;0
1432;285;Mycorrhiza;2018;NA;nan;40;2;0
1431;280;Mycorrhiza;2018;NA;nan;66;2;0
872;285;Mycorrhiza;2018;NA;nan;40;3;0
873;285;Mycorrhiza;2018;NA;nan;22;3;0
874;283;Mycorrhiza;2018;NA;nan;80;3;0
887;285;PowerCoat;2018;NA;nan;52;3;0
1146;282;Fencing;2018;NA;nan;46;1;0
1080;282;Fencing;2018;NA;nan;32;3;0
1081;280;Fencing;2018;NA;nan;20;3;0
1085;283;Fencing;2018;NA;nan;22;3;0
1084;283;Fencing;2018;NA;nan;38;1;0
1074;285;Fencing;2018;NA;nan;28;2;0
1086;280;Fencing;2018;NA;nan;46;3;0
1087;285;Fencing;2018;NA;nan;28;3;0
1088;280;Fencing;2018;NA;nan;32;3;0
1126;285;Fencing;2018;NA;nan;34;3;0
1128;283;Fencing;2018;NA;nan;28;3;0
1159;283;Fencing;2018;NA;nan;28;3;0
1096;284;Fencing;2018;NA;nan;56;3;0
1093;285;Fencing;2018;NA;nan;30;3;0
1129;280;Fencing;2018;NA;nan;38;3;0
1121;282;Fencing;2018;NA;nan;24;2;0
1137;282;Fencing;2018;NA;nan;32;1;0
1136;280;Fencing;2018;NA;nan;36;3;0
1095;282;Fencing;2018;NA;nan;30;3;0
1123;282;Fencing;2018;NA;nan;26;3;0
1125;280;Fencing;2018;NA;nan;46;3;0
1133;280;Fencing;2018;NA;nan;28;3;0
1168;283;Fencing;2018;NA;nan;24;NA;0
1150;282;Fencing;2018;NA;nan;24;1;0
1105;285;Fencing;2018;NA;nan;32;3;0
995;285;Mycorrhiza;2018;NA;nan;34;3;0
1072;285;Fencing;2018;NA;nan;32;1;0
994;282;Mycorrhiza;2018;NA;nan;54;3;0
1156;282;Fencing;2018;NA;nan;36;3;0
1060;280;Fencing;2018;NA;nan;24;3;0
1061;282;Fencing;2018;NA;nan;52;3;0
1071;282;Fencing;2018;NA;nan;24;3;0
1175;285;Fencing;2018;NA;nan;24;1;0
1062;282;Fencing;2018;NA;nan;30;3;0
1075;283;Fencing;2018;NA;nan;40;2;0
1063;284;Fencing;2018;NA;nan;42;3;0
998;282;Mycorrhiza;2018;NA;nan;44;3;0
1066;282;Fencing;2018;NA;nan;26;3;0
997;282;Mycorrhiza;2018;NA;nan;40;3;0
971;285;Fencing;2018;NA;nan;24;3;0
1098;285;Fencing;2018;NA;nan;22;3;0
1067;282;Fencing;2018;NA;nan;52;3;0
1099;285;Fencing;2018;NA;nan;44;3;0
1068;282;Fencing;2018;NA;nan;36;3;0
1100;284;Fencing;2018;NA;nan;38;3;0
1069;283;Fencing;2018;NA;nan;30;3;0
996;285;Mycorrhiza;2018;NA;nan;40;3;0
1102;285;Fencing;2018;NA;nan;40;2;0
987;285;Mycorrhiza;2018;NA;nan;24;3;0
974;283;Fencing;2018;NA;nan;40;3;0
989;282;Mycorrhiza;2018;NA;nan;38;3;0
1163;280;Fencing;2018;NA;nan;16;3;0
988;283;Mycorrhiza;2018;NA;nan;18;3;0
1104;282;Fencing;2018;NA;nan;22;3;0
1181;284;Fencing;2018;NA;nan;34;3;0
1278;283;PowerCoat;2018;NA;nan;54;3;0
1180;280;Fencing;2018;NA;nan;44;2;0
1712;280;Mycorrhiza;2018;NA;nan;46;3;0
1110;282;Fencing;2018;NA;nan;26;2;0
984;285;Mycorrhiza;2018;NA;nan;52;3;0
954;280;Mycorrhiza;2018;NA;nan;20;3;0
953;285;Mycorrhiza;2018;NA;nan;24;3;0
956;280;Mycorrhiza;2018;NA;nan;36;3;0
1113;282;Fencing;2018;NA;nan;26;3;0
1114;280;Fencing;2018;NA;nan;30;3;0
1268;285;PowerCoat;2018;NA;nan;30;3;0
1738;283;Fencing;2018;NA;nan;62;3;0
1739;280;Fencing;2018;NA;nan;68;3;0
1116;285;Fencing;2018;NA;nan;48;3;0
1736;280;Fencing;2018;NA;nan;44;3;0
1724;283;Fencing;2018;NA;nan;66;3;0
1720;285;Fencing;2018;NA;nan;46;3;0
1716;284;PowerCoat;2018;NA;nan;78;3;0
1783;282;PowerCoat;2018;NA;nan;64;3;0
1707;282;PowerCoat;2018;NA;nan;56;3;0
1264;285;PowerCoat;2018;NA;nan;20;3;0
1458;282;Mycorrhiza;2018;NA;nan;30;NA;0
1464;284;Mycorrhiza;2018;NA;nan;74;NA;0
1463;284;Mycorrhiza;2018;NA;nan;80;NA;0
1462;284;PowerCoat;2018;NA;nan;68;NA;0
1465;284;PowerCoat;2018;NA;nan;66;NA;0
1472;282;PowerCoat;2018;NA;nan;20;NA;0
1479;282;Mycorrhiza;2018;NA;nan;54;NA;0
1454;282;Mycorrhiza;2018;NA;nan;48;NA;0
1449;284;Mycorrhiza;2018;NA;nan;80;NA;0
1450;282;Mycorrhiza;2018;NA;nan;38;NA;0
1451;284;Mycorrhiza;2018;NA;nan;66;NA;0
1452;284;PowerCoat;2018;NA;nan;72;NA;0
1446;282;PowerCoat;2018;NA;nan;44;NA;0
1443;284;PowerCoat;2018;NA;nan;74;NA;0
1444;282;PowerCoat;2018;NA;nan;46;NA;0
1445;282;PowerCoat;2018;NA;nan;40;NA;0
1439;282;Mycorrhiza;2018;NA;nan;52;NA;0
1440;282;Mycorrhiza;2018;NA;nan;50;NA;0
1441;284;Mycorrhiza;2018;NA;nan;76;NA;0
1213;283;PowerCoat;2019;NA;nan;26;3;1
1224;283;PowerCoat;2019;NA;nan;34;3;1
1247;285;PowerCoat;2019;NA;nan;18;3;1
1246;283;PowerCoat;2019;NA;nan;29;3;1
1245;283;PowerCoat;2019;NA;nan;47;3;1
1251;285;PowerCoat;2019;NA;nan;21;3;1
1250;283;PowerCoat;2019;NA;nan;70;3;1
1249;285;PowerCoat;2019;NA;nan;29;3;1
1232;280;PowerCoat;2019;NA;nan;38;3;1
1231;283;PowerCoat;2019;NA;nan;44;3;1
1230;284;PowerCoat;2019;NA;nan;64;3;1
1257;283;PowerCoat;2019;NA;nan;51;3;1
1258;283;PowerCoat;2019;NA;nan;32;3;1
1259;285;PowerCoat;2019;NA;nan;18;2;1
1253;283;PowerCoat;2019;NA;nan;23;3;1
1254;285;PowerCoat;2019;NA;nan;28;3;1
1255;283;PowerCoat;2019;NA;nan;44;3;1
1209;285;PowerCoat;2019;NA;nan;14;3;1
1203;283;PowerCoat;2019;NA;nan;36;3;1
1204;285;PowerCoat;2019;NA;nan;13;3;1
1205;283;PowerCoat;2019;NA;nan;37;3;1
1200;285;PowerCoat;2019;NA;nan;32;3;1
1264;285;PowerCoat;2019;NA;nan;12;3;1
1267;280;PowerCoat;2019;NA;nan;9;3;1
1263;280;PowerCoat;2019;NA;nan;26;3;1
1458;282;Mycorrhiza;2019;NA;nan;33;1;1
1457;284;Mycorrhiza;2019;NA;nan;56;3;1
1464;284;Mycorrhiza;2019;NA;nan;75;2;1
1463;284;Mycorrhiza;2019;NA;nan;81;3;1
1462;284;PowerCoat;2019;NA;nan;67;3;1
1461;284;PowerCoat;2019;NA;nan;72;3;1
1468;284;PowerCoat;2019;NA;nan;72;3;1
1467;284;PowerCoat;2019;NA;nan;67;2;1
1466;282;PowerCoat;2019;NA;nan;19;2;1
1465;284;PowerCoat;2019;NA;nan;72;3;1
1472;282;PowerCoat;2019;NA;nan;19;3;1
1471;284;PowerCoat;2019;NA;nan;64;3;1
1470;282;PowerCoat;2019;NA;nan;24;3;1
1469;284;PowerCoat;2019;NA;nan;48;3;1
1476;282;Mycorrhiza;2019;NA;nan;37;2;1
1475;282;Mycorrhiza;2019;NA;nan;20;2;1
1474;282;Mycorrhiza;2019;NA;nan;48;3;1
1473;284;Mycorrhiza;2019;NA;nan;67;3;1
1480;282;Mycorrhiza;2019;NA;nan;42;3;1
1479;282;Mycorrhiza;2019;NA;nan;54;3;1
1478;284;PowerCoat;2019;NA;nan;80;3;1
1477;282;PowerCoat;2019;NA;nan;40;3;1
1443;284;PowerCoat;2019;NA;nan;76;3;1
1442;284;PowerCoat;2019;NA;nan;42;3;1
1448;284;PowerCoat;2019;NA;nan;72;3;1
1446;282;PowerCoat;2019;NA;nan;39;3;1
1452;284;PowerCoat;2019;NA;nan;71;3;1
1451;284;Mycorrhiza;2019;NA;nan;68;3;1
1450;282;Mycorrhiza;2019;NA;nan;37;3;1
1449;284;Mycorrhiza;2019;NA;nan;88;3;1
1456;282;Mycorrhiza;2019;NA;nan;44;3;1
1455;282;Mycorrhiza;2019;NA;nan;47;3;1
1460;282;Mycorrhiza;2019;NA;nan;23;3;1
1454;282;Mycorrhiza;2019;NA;nan;49;3;1
1441;284;Mycorrhiza;2019;NA;nan;80;3;1
1440;282;Mycorrhiza;2019;NA;nan;46;3;1
1439;282;Mycorrhiza;2019;NA;nan;57;3;1
1445;282;PowerCoat;2019;NA;nan;42;2;1
1444;282;PowerCoat;2019;NA;nan;52;3;1
30682;285;Mycorrhiza;2019;NA;nan;14;3;1
30681;280;Mycorrhiza;2019;NA;nan;14;2;1
1024;284;Mycorrhiza;2019;NA;nan;57;3;1
1027;285;Mycorrhiza;2019;NA;nan;11;3;1
30674;280;Mycorrhiza;2019;NA;nan;28;3;1
1032;285;Mycorrhiza;2019;NA;nan;16;2;1
1038;285;Mycorrhiza;2019;NA;nan;16;3;1
1037;285;Mycorrhiza;2019;NA;nan;25;3;1
1036;285;Mycorrhiza;2019;NA;nan;17;2;1
1040;281;Mycorrhiza;2019;NA;nan;32;3;1
1041;285;Mycorrhiza;2019;NA;nan;37;3;1
1043;282;Mycorrhiza;2019;NA;nan;42;3;1
1044;283;Mycorrhiza;2019;NA;nan;30;3;1
1045;285;Mycorrhiza;2019;NA;nan;36;3;1
1046;284;Mycorrhiza;2019;NA;nan;64;3;1
1058;284;Mycorrhiza;2019;NA;nan;77;3;1
1057;282;Mycorrhiza;2019;NA;nan;26;3;1
1047;283;Mycorrhiza;2019;NA;nan;29;3;1
1048;280;Mycorrhiza;2019;NA;nan;19;2;1
1054;283;Mycorrhiza;2019;NA;nan;36;3;1
1051;283;Mycorrhiza;2019;NA;nan;26;3;1
1050;283;Mycorrhiza;2019;NA;nan;14;3;1
1053;282;Mycorrhiza;2019;NA;nan;36;3;1
1052;285;Mycorrhiza;2019;NA;nan;43;3;1
1512;284;Mycorrhiza;2019;NA;nan;33;2;1
1513;284;Mycorrhiza;2019;NA;nan;28;2;1
1515;285;Mycorrhiza;2019;NA;nan;19;1;1
1508;284;Mycorrhiza;2019;NA;nan;63;3;1
1509;285;PowerCoat;2019;NA;nan;34;3;1
1505;280;PowerCoat;2019;NA;nan;49;3;1
1506;280;PowerCoat;2019;NA;nan;29;3;1
1511;285;Fencing;2019;NA;nan;11;2;1
1507;284;Mycorrhiza;2019;NA;nan;24;3;1
1501;284;Mycorrhiza;2019;NA;nan;26;2;1
1502;283;Mycorrhiza;2019;NA;nan;20;3;1
1503;285;Mycorrhiza;2019;NA;nan;22;3;1
1499;284;PowerCoat;2019;NA;nan;45;2;1
1500;285;PowerCoat;2019;NA;nan;31;3;1
1493;282;PowerCoat;2019;NA;nan;45;3;1
1494;285;PowerCoat;2019;NA;nan;30;3;1
1495;280;PowerCoat;2019;NA;nan;26;3;1
1516;285;Mycorrhiza;2019;NA;nan;21;2;1
1519;285;PowerCoat;2019;NA;nan;53;2;1
1517;285;Mycorrhiza;2019;NA;nan;19;2;1
1523;282;Mycorrhiza;2019;NA;nan;58;3;1
1522;285;Mycorrhiza;2019;NA;nan;10;2;1
1525;282;Mycorrhiza;2019;NA;nan;19;2;1
1524;285;Mycorrhiza;2019;NA;nan;14;1;1
1531;282;Mycorrhiza;2019;NA;nan;38;3;1
1542;284;Mycorrhiza;2019;NA;nan;64;3;1
1541;282;Mycorrhiza;2019;NA;nan;39;3;1
1545;285;Mycorrhiza;2019;NA;nan;29;3;1
1544;281;Mycorrhiza;2019;NA;nan;44;3;1
1551;284;Mycorrhiza;2019;NA;nan;24;2;1
1241;280;PowerCoat;2019;NA;nan;31;3;1
1248;283;PowerCoat;2019;NA;nan;37;3;1
1242;285;PowerCoat;2019;NA;nan;27;3;1
1243;283;PowerCoat;2019;NA;nan;25;3;1
1237;285;PowerCoat;2019;NA;nan;25;3;1
1238;280;PowerCoat;2019;NA;nan;24;3;1
1239;285;PowerCoat;2019;NA;nan;39;3;1
1234;280;PowerCoat;2019;NA;nan;42;2;1
1236;283;PowerCoat;2019;NA;nan;43;3;1
1195;285;PowerCoat;2019;NA;nan;24;2;1
1196;283;PowerCoat;2019;NA;nan;39;3;1
1198;280;PowerCoat;2019;NA;nan;21;2;1
1227;280;PowerCoat;2019;NA;nan;34;2;1
1223;285;PowerCoat;2019;NA;nan;36;3;1
1215;285;PowerCoat;2019;NA;nan;30;3;1
1214;283;PowerCoat;2019;NA;nan;43;3;1
1336;284;PowerCoat;2019;NA;nan;90;1;1
1357;284;PowerCoat;2019;NA;nan;112;3;1
1362;282;PowerCoat;2019;NA;nan;59;3;1
1375;282;PowerCoat;2019;NA;nan;68;3;1
1380;284;PowerCoat;2019;NA;nan;87;3;1
1390;282;PowerCoat;2019;NA;nan;44;3;1
1389;282;PowerCoat;2019;NA;nan;3;0;1
1321;284;PowerCoat;2019;NA;nan;94;3;1
1312;284;PowerCoat;2019;NA;nan;92;3;1
1750;285;Mycorrhiza;2019;NA;nan;49;3;1
1754;283;Mycorrhiza;2019;NA;nan;64;3;1
1741;285;Mycorrhiza;2019;NA;nan;45;3;1
1745;283;Mycorrhiza;2019;NA;nan;61;1;1
1731;280;Fencing;2019;NA;nan;57;3;1
890;280;Fencing;2019;NA;nan;54;3;1
892;283;Fencing;2019;NA;nan;67;3;1
897;285;Fencing;2019;NA;nan;47;3;1
898;285;Fencing;2019;NA;nan;40;3;1
900;283;Mycorrhiza;2019;NA;nan;95;3;1
874;283;Mycorrhiza;2019;NA;nan;92;3;1
873;285;Mycorrhiza;2019;NA;nan;20;2;1
872;285;Mycorrhiza;2019;NA;nan;34;2;1
869;280;Mycorrhiza;2019;NA;nan;26;2;1
870;283;Mycorrhiza;2019;NA;nan;71;3;1
877;285;PowerCoat;2019;NA;nan;30;3;1
876;285;PowerCoat;2019;NA;nan;39;3;1
867;285;PowerCoat;2019;NA;nan;32;2;1
865;285;PowerCoat;2019;NA;nan;36;3;1
861;285;PowerCoat;2019;NA;nan;38;3;1
882;285;PowerCoat;2019;NA;nan;31;3;1
1794;282;PowerCoat;2019;NA;nan;55;3;1
1790;284;PowerCoat;2019;NA;nan;75;3;1
1771;282;PowerCoat;2019;NA;nan;42;3;1
1762;282;PowerCoat;2019;NA;nan;44;3;1
1755;282;PowerCoat;2019;NA;nan;41;0;1
1751;282;PowerCoat;2019;NA;nan;46;2;1
901;284;PowerCoat;2019;NA;nan;81;3;1
945;284;PowerCoat;2019;NA;nan;56;3;1
949;282;Mycorrhiza;2019;NA;nan;55;2;1
928;282;Mycorrhiza;2019;NA;nan;25;1;1
1742;282;Mycorrhiza;2019;NA;nan;60;3;1
1752;284;Mycorrhiza;2019;NA;nan;61;0;1
942;284;PowerCoat;2019;NA;nan;80;3;1
1748;282;PowerCoat;2019;NA;nan;54;3;1
906;284;PowerCoat;2019;NA;nan;77;3;1
903;284;PowerCoat;2019;NA;nan;55;3;1
907;284;PowerCoat;2019;NA;nan;81;3;1
905;284;PowerCoat;2019;NA;nan;40;0;1
910;284;PowerCoat;2019;NA;nan;52;3;1
919;282;PowerCoat;2019;NA;nan;33;2;1
916;284;PowerCoat;2019;NA;nan;85;0;1
1797;284;PowerCoat;2019;NA;nan;85;2;1
1796;284;PowerCoat;2019;NA;nan;61;3;1
1764;284;PowerCoat;2019;NA;nan;62;3;1
1349;282;PowerCoat;2019;NA;nan;41;3;1
1309;282;PowerCoat;2019;NA;nan;61;3;1
1311;282;PowerCoat;2019;NA;nan;61;3;1
1318;282;PowerCoat;2019;NA;nan;87;3;1
1082;285;Fencing;2019;NA;nan;21;3;1
1074;285;Fencing;2019;NA;nan;22;1;1
1070;284;Fencing;2019;NA;nan;51;2;1
1069;283;Fencing;2019;NA;nan;30;3;1
1068;282;Fencing;2019;NA;nan;30;2;1
1067;282;Fencing;2019;NA;nan;52;3;1
1066;282;Fencing;2019;NA;nan;25;2;1
1065;284;Fencing;2019;NA;nan;48;3;1
1064;285;Fencing;2019;NA;nan;24;3;1
1063;284;Fencing;2019;NA;nan;42;3;1
1062;282;Fencing;2019;NA;nan;29;2;1
1061;282;Fencing;2019;NA;nan;52;3;1
1060;280;Fencing;2019;NA;nan;21;3;1
1059;283;Fencing;2019;NA;nan;33;3;1
1090;284;Fencing;2019;NA;nan;43;2;1
1092;285;Fencing;2019;NA;nan;63;3;1
1093;285;Fencing;2019;NA;nan;28;1;1
1096;284;Fencing;2019;NA;nan;59;3;1
1088;280;Fencing;2019;NA;nan;29;2;1
1087;285;Fencing;2019;NA;nan;31;3;1
1086;280;Fencing;2019;NA;nan;45;3;1
1083;282;Fencing;2019;NA;nan;52;3;1
1089;283;Fencing;2019;NA;nan;22;3;1
1095;282;Fencing;2019;NA;nan;25;3;1
1075;283;Fencing;2019;NA;nan;41;3;1
1071;282;Fencing;2019;NA;nan;16;3;1
1072;285;Fencing;2019;NA;nan;38;3;1
1107;282;Fencing;2019;NA;nan;40;3;1
1106;283;Fencing;2019;NA;nan;35;3;1
1109;284;Fencing;2019;NA;nan;44;3;1
1105;285;Fencing;2019;NA;nan;37;3;1
1104;282;Fencing;2019;NA;nan;20;2;1
1103;283;Fencing;2019;NA;nan;21;3;1
1102;285;Fencing;2019;NA;nan;36;3;1
1101;282;Fencing;2019;NA;nan;52;2;1
1100;284;Fencing;2019;NA;nan;43;3;1
1099;285;Fencing;2019;NA;nan;40;3;1
1098;285;Fencing;2019;NA;nan;15;3;1
1115;283;Fencing;2019;NA;nan;26;3;1
1114;280;Fencing;2019;NA;nan;32;3;1
1116;285;Fencing;2019;NA;nan;25;2;1
1118;284;Fencing;2019;NA;nan;47;3;1
1120;283;Fencing;2019;NA;nan;32;3;1
1113;282;Fencing;2019;NA;nan;26;3;1
1112;284;Fencing;2019;NA;nan;40;2;1
1111;282;Fencing;2019;NA;nan;30;3;1
1110;282;Fencing;2019;NA;nan;28;3;1
1131;285;Fencing;2019;NA;nan;12;2;1
1133;280;Fencing;2019;NA;nan;18;3;1
1125;280;Fencing;2019;NA;nan;38;3;1
1123;282;Fencing;2019;NA;nan;20;1;1
1129;280;Fencing;2019;NA;nan;35;3;1
1128;283;Fencing;2019;NA;nan;22;3;1
1126;285;Fencing;2019;NA;nan;26;1;1
1130;284;Fencing;2019;NA;nan;50;3;1
1154;285;Fencing;2019;NA;nan;17;3;1
1156;282;Fencing;2019;NA;nan;41;3;1
1152;280;Fencing;2019;NA;nan;30;3;1
1153;283;Fencing;2019;NA;nan;25;3;1
1149;284;Fencing;2019;NA;nan;21;3;1
1146;282;Fencing;2019;NA;nan;44;3;1
1147;284;Fencing;2019;NA;nan;37;2;1
1142;282;Fencing;2019;NA;nan;30;2;1
1143;282;Fencing;2019;NA;nan;33;3;1
1144;283;Fencing;2019;NA;nan;25;3;1
1140;280;Fencing;2019;NA;nan;21;3;1
1141;280;Fencing;2019;NA;nan;25;3;1
1134;283;Fencing;2019;NA;nan;34;3;1
1136;280;Fencing;2019;NA;nan;32;3;1
1137;282;Fencing;2019;NA;nan;30;3;1
1157;284;Fencing;2019;NA;nan;52;3;1
1158;284;Fencing;2019;NA;nan;66;3;1
1159;283;Fencing;2019;NA;nan;27;3;1
1160;282;Fencing;2019;NA;nan;28;3;1
1163;280;Fencing;2019;NA;nan;14;3;1
1169;284;Fencing;2019;NA;nan;60;3;1
1168;283;Fencing;2019;NA;nan;20;3;1
1165;283;Fencing;2019;NA;nan;34;3;1
1173;285;Fencing;2019;NA;nan;25;2;1
1172;283;Fencing;2019;NA;nan;20;3;1
1171;285;Fencing;2019;NA;nan;30;3;1
1177;283;Fencing;2019;NA;nan;20;3;1
1178;285;Fencing;2019;NA;nan;27;3;1
1175;285;Fencing;2019;NA;nan;23;3;1
1179;284;Fencing;2019;NA;nan;47;3;1
1174;285;Fencing;2019;NA;nan;26;3;1
1176;280;Fencing;2019;NA;nan;19;3;1
1182;284;Fencing;2019;NA;nan;57;3;1
1181;284;Fencing;2019;NA;nan;33;3;1
1180;280;Fencing;2019;NA;nan;41;3;1
1185;285;Fencing;2019;NA;nan;23;2;1
1183;283;Fencing;2019;NA;nan;21;3;1
1150;282;Fencing;2019;NA;nan;12;3;1
1121;282;Fencing;2019;NA;nan;28;3;1
1521;285;Mycorrhiza;2019;NA;nan;42;3;1
1520;284;Mycorrhiza;2019;NA;nan;70;3;1
1527;280;Mycorrhiza;2019;NA;nan;27;3;1
1530;283;Mycorrhiza;2019;NA;nan;35;3;1
1528;282;Mycorrhiza;2019;NA;nan;18;2;1
1535;283;Mycorrhiza;2019;NA;nan;25;2;1
1533;283;Mycorrhiza;2019;NA;nan;15;3;1
1538;282;Mycorrhiza;2019;NA;nan;52;2;1
1537;280;Mycorrhiza;2019;NA;nan;45;3;1
1536;285;Mycorrhiza;2019;NA;nan;25;2;1
1547;283;Mycorrhiza;2019;NA;nan;28;3;1
1543;284;Mycorrhiza;2019;NA;nan;27;3;1
1550;285;Mycorrhiza;2019;NA;nan;20;3;1
1549;285;Mycorrhiza;2019;NA;nan;18;2;1
1548;280;Mycorrhiza;2019;NA;nan;37;3;1
1558;283;Mycorrhiza;2019;NA;nan;25;3;1
1557;282;Mycorrhiza;2019;NA;nan;24;2;1
1556;284;Mycorrhiza;2019;NA;nan;37;3;1
1563;285;Mycorrhiza;2019;NA;nan;28;3;1
1562;283;Mycorrhiza;2019;NA;nan;28;2;1
1561;282;Mycorrhiza;2019;NA;nan;46;3;1
1560;285;Mycorrhiza;2019;NA;nan;20;3;1
1488;282;PowerCoat;2019;NA;nan;50;3;1
1486;283;PowerCoat;2019;NA;nan;35;3;1
1485;285;PowerCoat;2019;NA;nan;19;3;1
1492;283;PowerCoat;2019;NA;nan;60;3;1
1491;283;PowerCoat;2019;NA;nan;49;3;1
1497;284;PowerCoat;2019;NA;nan;52;3;1
1484;285;PowerCoat;2019;NA;nan;36;2;1
1483;283;PowerCoat;2019;NA;nan;60;3;1
1496;283;PowerCoat;2019;NA;nan;58;3;1
1489;285;PowerCoat;2019;NA;nan;37;3;1
1481;285;PowerCoat;2019;NA;nan;55;3;1
1490;285;PowerCoat;2019;NA;nan;57;3;1
1487;280;PowerCoat;2019;NA;nan;48;3;1
1079;285;Fencing;2019;NA;nan;24;2;1
1080;282;Fencing;2019;NA;nan;26;3;1
1081;280;Fencing;2019;NA;nan;15;2;1
1085;283;Fencing;2019;NA;nan;19;3;1
1084;283;Fencing;2019;NA;nan;37;3;1
1725;281;Mycorrhiza;2019;NA;nan;40;3;1
1757;280;Fencing;2019;NA;nan;50;1;1
1753;280;Fencing;2019;NA;nan;44;1;1
1726;285;Fencing;2019;NA;nan;36;1;1
1734;280;Fencing;2019;NA;nan;71;1;1
1737;280;Fencing;2019;NA;nan;37;1;1
1727;280;Fencing;2019;NA;nan;32;1;1
1419;280;Mycorrhiza;2019;NA;nan;46;3;1
1420;285;Mycorrhiza;2019;NA;nan;49;3;1
1421;285;Mycorrhiza;2019;NA;nan;39;3;1
1422;280;Mycorrhiza;2019;NA;nan;32;3;1
1415;285;Mycorrhiza;2019;NA;nan;32;1;1
1417;285;Mycorrhiza;2019;NA;nan;45;3;1
1418;285;Mycorrhiza;2019;NA;nan;50;3;1
1411;285;Mycorrhiza;2019;NA;nan;50;3;1
1412;285;Mycorrhiza;2019;NA;nan;38;1;1
1413;285;Mycorrhiza;2019;NA;nan;40;1;1
1414;285;Mycorrhiza;2019;NA;nan;45;3;1
1407;281;Mycorrhiza;2019;NA;nan;57;1;1
893;280;Fencing;2019;NA;nan;32;NA;1
889;283;Fencing;2019;NA;nan;73;3;1
895;285;Fencing;2019;NA;nan;35;3;1
894;283;Fencing;2019;NA;nan;81;3;1
896;283;Fencing;2019;NA;nan;72;3;1
868;283;PowerCoat;2019;NA;nan;66;3;1
871;285;PowerCoat;2019;NA;nan;15;3;1
866;283;PowerCoat;2019;NA;nan;70;3;1
875;283;PowerCoat;2019;NA;nan;40;3;1
864;283;PowerCoat;2019;NA;nan;42;3;1
860;285;PowerCoat;2019;NA;nan;42;3;1
862;285;PowerCoat;2019;NA;nan;51;3;1
878;280;PowerCoat;2019;NA;nan;31;3;1
881;283;PowerCoat;2019;NA;nan;50;3;1
887;285;PowerCoat;2019;NA;nan;54;3;1
884;281;PowerCoat;2019;NA;nan;63;3;1
883;285;PowerCoat;2019;NA;nan;40;3;1
880;285;PowerCoat;2019;NA;nan;45;3;1
888;283;Mycorrhiza;2019;NA;nan;78;3;1
1408;285;Mycorrhiza;2019;NA;nan;45;2;1
1409;285;Mycorrhiza;2019;NA;nan;45;3;1
1403;280;Mycorrhiza;2019;NA;nan;72;1;1
1404;280;Mycorrhiza;2019;NA;nan;63;3;1
1405;280;Mycorrhiza;2019;NA;nan;50;3;1
1406;283;Mycorrhiza;2019;NA;nan;78;1;1
1399;280;Mycorrhiza;2019;NA;nan;57;1;1
1400;280;Mycorrhiza;2019;NA;nan;57;2;1
1401;280;Mycorrhiza;2019;NA;nan;66;2;1
1402;283;Mycorrhiza;2019;NA;nan;60;3;1
1395;280;Mycorrhiza;2019;NA;nan;69;3;1
1396;283;Mycorrhiza;2019;NA;nan;85;2;1
1397;283;Mycorrhiza;2019;NA;nan;52;3;1
1398;283;Mycorrhiza;2019;NA;nan;67;2;1
1434;285;Mycorrhiza;2019;NA;nan;40;3;1
1435;283;Mycorrhiza;2019;NA;nan;63;1;1
1436;283;Mycorrhiza;2019;NA;nan;44;1;1
1437;285;Mycorrhiza;2019;NA;nan;59;3;1
1431;280;Mycorrhiza;2019;NA;nan;62;2;1
1432;285;Mycorrhiza;2019;NA;nan;36;3;1
1433;280;Mycorrhiza;2019;NA;nan;60;3;1
1426;285;Mycorrhiza;2019;NA;nan;54;3;1
1427;285;Mycorrhiza;2019;NA;nan;62;3;1
1428;283;Mycorrhiza;2019;NA;nan;52;2;1
1429;283;Mycorrhiza;2019;NA;nan;71;2;1
1423;285;Mycorrhiza;2019;NA;nan;50;3;1
1425;280;Mycorrhiza;2019;NA;nan;73;3;1
1717;285;Fencing;2019;NA;nan;43;1;1
1720;285;Fencing;2019;NA;nan;43;3;1
1724;283;Fencing;2019;NA;nan;69;3;1
1738;283;Fencing;2019;NA;nan;64;2;1
1739;280;Fencing;2019;NA;nan;68;2;1
1736;280;Fencing;2019;NA;nan;41;2;1
1710;280;Fencing;2019;NA;nan;43;2;1
1721;283;Fencing;2019;NA;nan;71;1;1
1718;285;Fencing;2019;NA;nan;36;2;1
1714;283;Fencing;2019;NA;nan;71;1;1
1351;283;PowerCoat;2019;NA;nan;105;3;1
1355;282;PowerCoat;2019;NA;nan;95;3;1
1361;284;PowerCoat;2019;NA;nan;95;3;1
1359;284;PowerCoat;2019;NA;nan;79;3;1
